author,description,experiment_id,id,inserted_at,updated_at,RT,condition,correctness,f,j,keyPressed,size,trial,trial_number,trial_type,comments,dominantHand,education,endTime,f,j,languages,startDate,startTime,timeSpent
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,798,feature,correct,absent,present,f,1,negative,4,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,1865,feature,correct,absent,present,f,15,negative,5,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,738,feature,correct,absent,present,j,30,positive,6,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,1011,conjunction,correct,absent,present,j,30,positive,7,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,788,conjunction,correct,absent,present,j,1,positive,8,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,2408,conjunction,correct,absent,present,f,30,negative,9,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,935,feature,correct,absent,present,f,5,negative,10,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,647,conjunction,correct,absent,present,f,1,negative,11,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,1870,conjunction,correct,absent,present,f,15,negative,12,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,727,feature,incorrect,absent,present,f,1,positive,13,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,1807,conjunction,correct,absent,present,j,15,positive,14,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,1137,feature,correct,absent,present,j,5,positive,15,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,708,feature,correct,absent,present,j,15,positive,16,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,966,feature,correct,absent,present,j,1,positive,17,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,1947,conjunction,correct,absent,present,j,15,positive,18,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,1731,feature,correct,absent,present,j,30,positive,19,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,592,feature,correct,absent,present,j,15,positive,20,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,932,conjunction,correct,absent,present,f,5,negative,21,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,2634,feature,correct,absent,present,f,30,negative,22,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,2297,conjunction,correct,absent,present,j,30,positive,23,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,736,conjunction,correct,absent,present,f,1,negative,24,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,742,conjunction,correct,absent,present,j,1,positive,25,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,623,feature,correct,absent,present,f,5,negative,26,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,757,feature,correct,absent,present,f,1,negative,27,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,2139,conjunction,correct,absent,present,f,30,negative,28,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,923,conjunction,correct,absent,present,j,5,positive,29,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,2439,feature,correct,absent,present,f,15,negative,30,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,545,feature,correct,absent,present,j,5,positive,31,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,890,2018-05-06 12:29:20.879489,2018-05-06 12:29:20.879504,1777,conjunction,correct,absent,present,f,15,negative,32,main,,right,BSc,1525609759750,absent,present,,Sun May 06 2018 14:19:44 GMT+0200,1525609184673,9.584616666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,1812,feature,correct,absent,present,f,15,negative,1,practice,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,1077,conjunction,correct,absent,present,f,1,negative,2,practice,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,1113,conjunction,correct,absent,present,f,15,negative,3,practice,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,826,conjunction,correct,absent,present,j,30,positive,4,practice,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,847,feature,correct,absent,present,j,5,positive,5,practice,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,708,conjunction,correct,absent,present,j,1,positive,6,practice,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,942,feature,correct,absent,present,f,30,negative,7,practice,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,856,feature,correct,absent,present,j,15,positive,8,practice,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,1118,conjunction,correct,absent,present,f,5,negative,9,practice,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,693,feature,correct,absent,present,f,5,negative,10,practice,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,715,conjunction,correct,absent,present,j,5,positive,11,practice,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,882,conjunction,correct,absent,present,f,30,negative,12,practice,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,880,conjunction,correct,absent,present,j,15,positive,13,practice,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,648,feature,correct,absent,present,f,1,negative,14,practice,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,1091,feature,correct,absent,present,j,30,positive,15,practice,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,587,feature,correct,absent,present,j,1,positive,16,practice,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,1161,feature,correct,absent,present,f,30,negative,1,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,774,feature,correct,absent,present,f,5,negative,2,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,710,conjunction,correct,absent,present,f,5,negative,3,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,1006,feature,incorrect,absent,present,f,5,positive,4,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,682,conjunction,correct,absent,present,j,1,positive,5,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,861,feature,correct,absent,present,f,15,negative,6,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,871,conjunction,correct,absent,present,f,1,negative,7,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,875,conjunction,correct,absent,present,f,30,negative,8,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,726,feature,correct,absent,present,f,1,negative,9,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,676,conjunction,correct,absent,present,f,15,negative,10,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,639,feature,incorrect,absent,present,f,30,positive,11,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,1146,conjunction,incorrect,absent,present,f,30,positive,12,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,1017,feature,correct,absent,present,j,15,positive,13,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,732,conjunction,correct,absent,present,j,5,positive,14,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,753,conjunction,correct,absent,present,j,15,positive,15,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,595,feature,correct,absent,present,j,1,positive,16,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,941,feature,correct,absent,present,f,5,negative,17,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,1033,conjunction,correct,absent,present,f,15,negative,18,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,620,feature,correct,absent,present,j,5,positive,19,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,649,feature,incorrect,absent,present,f,30,positive,20,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,1193,feature,correct,absent,present,f,15,negative,21,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,797,conjunction,correct,absent,present,f,5,negative,22,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,1671,conjunction,correct,absent,present,f,30,negative,23,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,732,feature,incorrect,absent,present,f,1,positive,24,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,553,conjunction,correct,absent,present,f,1,negative,25,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,1036,conjunction,incorrect,absent,present,f,5,positive,26,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,1290,conjunction,correct,absent,present,j,15,positive,27,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,1581,conjunction,incorrect,absent,present,f,30,positive,28,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,687,feature,correct,absent,present,f,1,negative,29,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,545,conjunction,correct,absent,present,j,1,positive,30,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,1379,feature,incorrect,absent,present,f,15,positive,31,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,891,2018-05-06 12:54:32.562754,2018-05-06 12:54:32.562772,1775,feature,correct,absent,present,f,30,negative,32,main,,right,other,1525611274506,absent,present,,Sun May 06 2018 14:46:29 GMT+0200 (Mitteleuropäische Sommerzeit),1525610789766,8.079
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,892,2018-05-06 13:00:51.368163,2018-05-06 13:00:51.368179,638,conjunction,correct,absent,present,f,1,negative,1,practice,,right,BSc,1525611653244,absent,present,974721,Sun May 06 2018 14:54:55 GMT+0200 (Mitteleuropäische Sommerzeit),1525611295472,5.962866666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,892,2018-05-06 13:00:51.368163,2018-05-06 13:00:51.368179,1028,conjunction,incorrect,absent,present,f,15,positive,2,practice,,right,BSc,1525611653244,absent,present,974721,Sun May 06 2018 14:54:55 GMT+0200 (Mitteleuropäische Sommerzeit),1525611295472,5.962866666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,892,2018-05-06 13:00:51.368163,2018-05-06 13:00:51.368179,612,feature,correct,absent,present,j,30,positive,3,practice,,right,BSc,1525611653244,absent,present,974721,Sun May 06 2018 14:54:55 GMT+0200 (Mitteleuropäische Sommerzeit),1525611295472,5.962866666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,892,2018-05-06 13:00:51.368163,2018-05-06 13:00:51.368179,997,feature,correct,absent,present,f,15,negative,4,practice,,right,BSc,1525611653244,absent,present,974721,Sun May 06 2018 14:54:55 GMT+0200 (Mitteleuropäische Sommerzeit),1525611295472,5.962866666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,892,2018-05-06 13:00:51.368163,2018-05-06 13:00:51.368179,670,feature,correct,absent,present,f,5,negative,5,practice,,right,BSc,1525611653244,absent,present,974721,Sun May 06 2018 14:54:55 GMT+0200 (Mitteleuropäische Sommerzeit),1525611295472,5.962866666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,892,2018-05-06 13:00:51.368163,2018-05-06 13:00:51.368179,735,feature,correct,absent,present,j,15,positive,6,practice,,right,BSc,1525611653244,absent,present,974721,Sun May 06 2018 14:54:55 GMT+0200 (Mitteleuropäische Sommerzeit),1525611295472,5.962866666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,892,2018-05-06 13:00:51.368163,2018-05-06 13:00:51.368179,577,feature,incorrect,absent,present,f,1,positive,7,practice,,right,BSc,1525611653244,absent,present,974721,Sun May 06 2018 14:54:55 GMT+0200 (Mitteleuropäische Sommerzeit),1525611295472,5.962866666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,892,2018-05-06 13:00:51.368163,2018-05-06 13:00:51.368179,554,feature,correct,absent,present,f,1,negative,8,practice,,right,BSc,1525611653244,absent,present,974721,Sun May 06 2018 14:54:55 GMT+0200 (Mitteleuropäische Sommerzeit),1525611295472,5.962866666666667
MF,Treisman & Gelade (1980) Exp 1,FeatureIntegrationICNP18,892,2018-05-06 13:00:51.368163,2018-05-06 13:00:51.368179,1700,conjunction,correct,absent,present,j,30,positive,9,practice,,right,BSc,1525611653244,absent,present,974721,Sun May 06 2018 14:54:55 GMT+0200 (Mitteleuropäische Sommerzeit),1525611295472,5.962866666666667
